Term,IDF
балашихинский,2.0
балашов,1.522879
балдёр,2.0
балевичус,2.0
балерина,1.39794
балет,1.39794
балетмейстер,1.39794
балетный,1.69897
бали,2.0
баликайя,2.0
балингийна,2.0
балицкий,2.0
балка,2.0
балкан,1.30103
балканский,1.0
балканы,1.0
балл,1.39794
баллистический,1.30103
баллон,2.0
баллотироваться,1.522879
балта,1.522879
балтийский,1.221849
балтика,1.69897
балтимор,2.0
балтистан,1.69897
балтия,2.0
балухатый,2.0
балык,2.0
балыклава,2.0
балыкълав,2.0
бальбоа,2.0
бальзам,2.0
бальма,2.0
бальфура,2.0
бальцерович,2.0
балян,2.0
бамбергский,2.0
бамбуковый,1.69897
бан,1.39794
банан,2.0
банат,1.30103
бангка,1.69897
бангкок,1.522879
бангладеш,1.045757
бангладешский,2.0
банда,1.09691
бандар,1.69897
бандари,2.0
бандероль,1.69897
банди,1.69897
бандло,2.0
бандунг,1.69897
банзать,2.0
банионис,1.69897
банк,0.79588
банкер,2.0
банкет,2.0
банкир,1.69897
банкирский,1.69897
банкнот,1.09691
банковский,1.154902
банкротство,1.30103
банник,1.69897
баннокский,1.522879
бановина,1.39794
банович,1.69897
бант,1.522879
бантомкавалер,2.0
банус,1.69897
баньин,2.0
баня,1.154902
бао,1.69897
баптист,2.0
бар,1.154902
барабан,2.0
барабанный,2.0
барабанщик,2.0
барага,1.69897
барак,1.39794
бараний,1.522879
баранов,2.0
барат,1.69897
бараш,1.69897
барба,2.0
барбадос,1.69897
барбакан,2.0
барбакоанский,2.0
барбара,1.69897
барбаросс,1.69897
барбат,2.0
барбер,2.0
барбет,2.0
барбизонский,2.0
барбра,2.0
барбуда,1.39794
бард,1.522879
бардаков,2.0
бардача,1.69897
бардовский,1.69897
барельеф,2.0
баренцбург,2.0
баренцев,1.39794
баренцена,2.0
барка,2.0
баркли,1.522879
барковца,1.69897
баркёр,1.39794
барлоу,1.69897
барнет,1.69897
барнстаблвыпускник,2.0
барнстэбла,2.0
барокко,1.39794
барон,1.045757
баронесса,1.39794
баротселанда,1.69897
баррелля,2.0
баррель,1.39794
баррес,2.0
барретта,2.0
барри,1.39794
баррикада,1.39794
баррингтон,2.0
барроу,2.0
барроуз,2.0
барселона,1.39794
барский,1.522879
барсук,1.522879
барсуковый,2.0
бартангец,2.0
бартелеми,1.69897
бартенев,1.69897
бартизан,2.0
бартлетт,2.0
бартлсвилла,2.0
бартолом,2.0
бартольд,1.69897
бартольдь,2.0
бартон,1.69897
баруздин,1.69897
барух,1.69897
бархатный,2.0
барыня,1.69897
барьер,1.154902
бас,1.522879
басаев,1.69897
басараб,2.0
басарабия,2.0
басенский,1.69897
баск,1.69897
баскетбол,1.30103
баскетболист,1.522879
баскетбольный,2.0
басков,2.0
баскский,2.0
басманный,2.0
басовый,1.39794
басра,2.0
бассейн,0.920819
бассетта,2.0
баста,2.0
бастан,2.0
бастер,1.522879
бастея,2.0
бастилия,1.69897
бастион,1.39794
бастионный,2.0
бастовать,2.0
басутоленд,1.69897
басханов,2.0
батальный,2.0
батальон,0.958607
батардо,2.0
батарейка,2.0
батарея,1.09691
батир,2.0
батист,1.69897
батлер,1.221849
батор,1.69897
батори,2.0
баторий,2.0
баттерворт,2.0
баттери,2.0
баттеруорт,2.0
баттеруортджон,2.0
баттистый,2.0
баттулга,2.0
батум,1.69897
батырбас,2.0
батёрстый,2.0
баум,2.0
бауман,2.0
бауманка,2.0
баумгарт,1.69897
баумгартнёр,2.0
баутцена,2.0
баухаус,2.0
бауэс,1.69897
бах,2.0
бахаизм,2.0
бахарестать,2.0
бахарун,2.0
бахая,1.39794
бахман,1.522879
бахмуров,1.69897
бахмут,2.0
баховский,2.0
бахрейн,0.958607
бахри,1.69897
бахрома,1.69897
бахтиара,1.69897
бахтиария,1.69897
бахтин,2.0
бахтиёр,2.0
бахчисарай,1.69897
бахчисарайский,2.0
бачван,2.0
бачича,1.69897
бачович,2.0
бачурин,2.0
башар,1.522879
башибузук,2.0
баширов,2.0
башкадыклар,1.69897
башкадыклара,1.69897
башкан,2.0
башкарди,2.0
башкирский,1.522879
башль,2.0
башмак,2.0
башмачник,2.0
башня,1.221849
баэнана,2.0
баюй,2.0
баязет,1.69897
баязид,2.0
баязида,2.0
баян,2.0
баяр,1.69897
ббл,2.0
бддс,2.0
бдение,2.0
бдительность,1.39794
бдр,2.0
бебутовый,1.69897
беверлить,1.69897
бевино,2.0
бег,1.39794
бегаван,1.69897
бегать,2.0
бегир,2.0
беглец,1.522879
беглов,2.0
бегство,1.30103
бегун,1.30103
беда,1.30103
бедность,1.69897
бедный,1.0
бедняк,1.69897
бедро,2.0
бедросович,2.0
бедствие,1.30103
бедуинский,2.0
бежать,0.769551
беженец,1.221849
без,0.920819
безак,1.69897
безака,1.69897
безальтернативный,2.0
безапелляционность,2.0
безбедать,2.0
безбедност,2.0
безболезненно,2.0
безбрачие,2.0
безбюджетный,1.69897
безвизовый,1.69897
безвкусица,2.0
безвкусный,2.0
безвозмездный,1.69897
безвыездно,2.0
безграничный,1.69897
бездарный,1.69897
бездействие,1.69897
бездефицитный,1.69897
бездна,2.0
бездныморить,2.0
бездоказательный,2.0
бездомный,1.522879
безжалостно,2.0
безжизненный,1.69897
беззащитный,2.0
беззнаковый,1.522879
безлигазной,2.0
безминовый,1.69897
безнадёжно,2.0
безнаказанно,1.69897
безобидный,2.0
безоговорочный,2.0
безопасно,1.39794
безопасность,0.481486
безопасный,0.886057
безоружный,2.0
безответственный,2.0
безотзывный,2.0
безотлагательно,2.0
безотлагательный,2.0
безпек,2.0
безработица,1.30103
безработный,1.522879
безраздельно,2.0
безразличие,2.0
безразличный,1.69897
безрассудно,1.69897
безрассудность,2.0
безрассудный,2.0
безрогий,2.0
безропотный,2.0
безрукавка,2.0
безруков,1.522879
безсрочно,2.0
безубыточность,2.0
безудержный,2.0
безуездный,2.0
безумие,2.0
безумный,2.0
безупречность,1.69897
безупречный,2.0
безусловно,1.39794
безусловный,1.69897
безуспешно,1.09691
безуспешный,1.69897
безучастный,1.69897
безущербный,2.0
безформат,2.0
безъядерный,1.69897
безымянный,1.522879
безысходность,2.0
безье,2.0
бей,1.522879
бейдёр,2.0
бейкер,1.39794
бейлербь,2.0
бейлик,2.0
бейль,2.0
бейонс,2.0
бейрут,1.221849
бейсбол,2.0
бейсик,1.39794
бейт,2.0
бейтс,2.0
бейхан,1.522879
бек,1.522879
бекаскрытый,2.0
бекетта,2.0
беккер,2.0
бекхэм,2.0
бел,1.69897
белавенец,1.69897
белавиа,2.0
белагропромбанк,2.0
белаз,2.0
беларускать,2.0
беларуский,2.0
беларуссия,2.0
беларусский,2.0
беларусь,0.958607
беларуськалия,2.0
белгород,2.0
белгородский,1.39794
белград,1.045757
белградевыпускник,2.0
белградский,1.39794
белевич,2.0
белен,1.39794
белендорф,2.0
белецкий,2.0
белиз,1.69897
белина,2.0
белинвестбан,2.0
белинский,1.69897
белитунг,1.69897
белка,2.0
белкоммунмаш,2.0
белла,1.522879
беллен,2.0
беллона,1.69897
беллоно,1.69897
беллуно,1.69897
беллуччи,2.0
белля,1.69897
белмикроволна,2.0
белнефтехим,2.0
белобрюхий,2.0
белов,1.30103
беловик,2.0
белоглазов,1.69897
белогорлый,2.0
белозеров,2.0
белойло,2.0
белок,1.69897
белокаменный,2.0
беломо,2.0
беломорский,1.69897
беломорье,1.69897
белорус,1.39794
белорусие,2.0
белоруссия,0.769551
белорусский,0.886057
белоус,1.69897
белоусов,2.0
белоцерковский,1.69897
белоэмигрант,1.69897
белспецвгештехника,2.0
белспецвнештехника,2.0
белтаможсервис,2.0
белтехэкспорт,2.0
белтим,2.0
белуджей,2.0
белуджи,2.0
белуджистан,1.30103
